Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / limits / SADT",SADT,number,,,,54.1,"Lowest temperature in which self-accelerating decomposition may occur in a substance",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / limits / SAPT",SAPT,number,,,,70.0,"Lowest temperature in which self-accelerating polymerization may occur in a substance",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / limits / temperatureUnit",temperatureUnit,string,,maxLength=10,,CEL,"The unit for **all attributes in the limits structure** in Celsius or Fahrenheit

- `CEL` (Celsius)
- `FAH` (Fahrenheit)",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / limits / transportControlTemperature","transportControlTemperature",number,,,,24.1,"Maximum temperature at which certain substance (such as organic peroxides and self-reactive and related substances) can be safely transported for a prolonged period.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / limits / transportEmergencyTemperature","transportEmergencyTemperature",number,,,,74.1,"Temperature at which emergency procedures shall be implemented",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / NANumber",NANumber,string,,maxLength=4,,9037,"Four-digit number that is assigned to dangerous, hazardous, and harmful substances by the United States Department of Transportation.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netExplosiveContent",netExplosiveContent,Weight,,,,,"The total weight of the explosive substances, without the packaging, casings, etc.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netExplosiveContent / unit",unit,string,,maxLength=10,,KGM,"Measurement unit in which the weight `value` is expressed:
- `KGM` (Kilograms)
- `LBR` (Pounds)
- `GRM` (Grams)
- `ONZ` (Ounce)",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netExplosiveContent / value",value,number,,,,2.4,"Weight value expressed in the measurement `unit`",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netVolume",netVolume,Volume,,,,,"The volume of the referenced dangerous goods. Only applicable to liquids and gas.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netVolume / unit",unit,string,,maxLength=10,,MTQ,"Measurement unit in which the volume `value` is expressed:
- `FTQ` (Cubic foot)
- `MTQ` (Cubic meter)
- `LTR` (Litre)",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netVolume / value",value,number,,,,2.4,"Volume value expressed in the measurement `unit`",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netWeight",netWeight,Weight,,,,,"Total weight of the goods carried, excluding packaging.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netWeight / unit",unit,string,,maxLength=10,,KGM,"Measurement unit in which the weight `value` is expressed:
- `KGM` (Kilograms)
- `LBR` (Pounds)
- `GRM` (Grams)
- `ONZ` (Ounce)",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / netWeight / value",value,number,,,,2.4,"Weight value expressed in the measurement `unit`",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / packingGroup",packingGroup,integer,,,,3,"The packing group according to the UN Recommendations on the Transport of Dangerous Goods and IMO IMDG Code.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / properShippingName",properShippingName,string,,maxLength=250,,"Chromium Trioxide, anhydrous","The proper shipping name for goods under IMDG Code, or the product name for goods under IBC Code and IGC Code, or the bulk cargo shipping name for goods under IMSBC Code, or the name of oil for goods under Annex I to the MARPOL Convention.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / segregationGroups",segregationGroups,"string list",,maxLength=2,,,"List of the segregation groups applicable to specific hazardous goods according to the IMO IMDG Code.
Item description:
Grouping of Dangerous Goods having certain similar chemical properties. Possible values are:

- `1` (Acids)
- `2` (Ammonium Compounds)
- `3` (Bromates)
- `4` (Chlorates)
- `5` (Chlorites)
- `6` (Cyanides)
- `7` (Heavy metals and their salts)
- `8` (Hypochlorites)
- `9` (Lead and its compounds)
- `10` (Liquid halogenated hydrocarbons)
- `11` (Mercury and mercury compounds)
- `12` (Nitrites and their mixtures)
- `13` (Perchlorates)
- `14` (Permanganates)
- `15` (Powdered metals)
- `16` (Peroxides),
- `17` (Azides)
- `18` (Alkalis)
",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / subsidiaryRisk1",subsidiaryRisk1,string,,maxLength=3,,1.2,"Any risk in addition to the class of the referenced dangerous goods according to the IMO IMDG Code.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / subsidiaryRisk2",subsidiaryRisk2,string,,maxLength=3,,1.2,"Any risk in addition to the class of the referenced dangerous goods according to the IMO IMDG Code.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / technicalName",technicalName,string,,maxLength=250,,"xylene and benzene","The recognized chemical or biological name or other name currently used for the referenced dangerous goods as described in chapter 3.1.2.8 of the IMDG Code.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / dangerousGoods / UNNumber",UNNumber,string,,maxLength=4,,1463,"United Nations Dangerous Goods Identifier (UNDG) assigned by the UN Sub-Committee of Experts on the Transport of Dangerous Goods and shown in the IMO IMDG.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / description",description,string,,maxLength=100,,"Drum, steel","Description of the outer packaging/overpack.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / IMOPackagingCode",IMOPackagingCode,string,,maxLength=5,,1A2,"The code of the packaging as per IMO.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / numberOfPackages",numberOfPackages,integer,,,,18,"Specifies the number of outer packagings/overpacks associated with this `Cargo Item`.",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / packageCode",packageCode,string,,maxLength=2,,5H,"A code identifying the outer packaging/overpack. `PackageCode` must follow the codes specified in [Recommendation N°21](https://unece.org/trade/uncefact/cl-recommendations)",
"ArrivalNotice / consignmentItems / cargoItems / outerPackaging / woodDeclaration",woodDeclaration,string,,maxLength=30,,TREATED_AND_CERTIFIED,"Property to clearly indicate if the products, packaging and any other items are made of wood. Possible values include:
- `NOT_APPLICABLE` (if no wood or any other wood product such as packaging and supports are being shipped)
- `NOT_TREATED_AND_NOT_CERTIFIED` (if the wood or wooden materials have not been treated nor fumigated and do not include a certificate)
- `PROCESSED` (if the wood or wooden materials are entirely made of processed wood, such as plywood, particle board, sliver plates of wood and wood laminate sheets produced using glue, heat, pressure or a combination of these)
- `TREATED_AND_CERTIFIED` (if the wood or wooden materials have been treated and/or fumigated and include a certificate)",
"ArrivalNotice / consignmentItems / cargoItems / position",position,integer,,,,12,"The order in which the carrier submitted the pre-announcement to the customs authority (which may vary by country) is,
in some cases, the same order the consignee must follow for the final customs release.",
"ArrivalNotice / consignmentItems / carrierBookingReference",carrierBookingReference,string,,maxLength=35,,ABC709951,"The associated booking number provided by the carrier for this `Consignment Item`.",
"ArrivalNotice / consignmentItems / customsReferences",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
"ArrivalNotice / consignmentItems / customsReferences / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / consignmentItems / customsReferences / type",type,string,,maxLength=50,,CUS,"The reference type code as defined in the relevant customs jurisdiction.",
"ArrivalNotice / consignmentItems / customsReferences / values",values,"string list",,maxLength=35,,,"
Item description:
The value of the `customsReference`",
"ArrivalNotice / consignmentItems / descriptionOfGoods",descriptionOfGoods,"string list",,maxLength=35,,,"A plain language description that is precise enough for Customs services to be able to identify the goods. General terms (i.e. 'consolidated', 'general cargo' 'parts' or 'freight of all kinds') or not sufficiently precise description cannot be accepted.
Item description:
A line describing the cargo",
"ArrivalNotice / consignmentItems / exportLicense",exportLicense,ExportLicense,,,,,"Export license for the consignment item.",
"ArrivalNotice / consignmentItems / exportLicense / expiryDate",expiryDate,"string(date)",,,,2024-09-21,"Expiry date of the `Export License`.",
"ArrivalNotice / consignmentItems / exportLicense / isRequired",isRequired,boolean,,,,true,"Information provided by the shipper to indicate whether an `Export License` or permit is required for this shipment/commodity/destination.

**Note:** If this property is omitted, it may be interpreted differently by different API providers and by the same API provider in different contexts.",
"ArrivalNotice / consignmentItems / exportLicense / issueDate",issueDate,"string(date)",,,,2024-09-14,"Issue date of the `Export License`.",
"ArrivalNotice / consignmentItems / exportLicense / reference",reference,string,,maxLength=35,,EMC007123,"Reference number assigned to an `Export License` or permit, which authorizes a business or individual to export specific goods to specific countries under defined conditions. It is a permit that is required when shipping certain restricted or controlled goods, such as military equipment, high-tech items, chemicals, or items subject to international regulations. The `Export License` must be valid at time of departure.",
"ArrivalNotice / consignmentItems / HSCodes",HSCodes,"string list",,maxLength=10,,,"A list of `HS Codes` that apply to this `consignmentItem`.
HS codes are used by customs to classify the product being shipped.
The code must be at least 6 and at most 10 digits.
Item description:
Used by customs to classify the product being shipped. The type of HS code depends on country and customs requirements. The code must be at least 6 and at most 10 digits.

More information can be found here: [HS Nomenclature](https://www.wcoomd.org/en/topics/nomenclature/instrument-and-tools).
",
"ArrivalNotice / consignmentItems / importLicense",importLicense,ImportLicense,,,,,"Import license for the consignment item.",
"ArrivalNotice / consignmentItems / importLicense / expiryDate",expiryDate,"string(date)",,,,2024-09-21,"Expiry date of the `Import License`.",
"ArrivalNotice / consignmentItems / importLicense / isRequired",isRequired,boolean,,,,true,"Information provided by the shipper to indicate whether an `Import License` or permit is required for this shipment/commodity/destination.

**Note:** If this property is omitted, it may be interpreted differently by different API providers and by the same API provider in different contexts.",
"ArrivalNotice / consignmentItems / importLicense / issueDate",issueDate,"string(date)",,,,2024-09-14,"Issue date of the `Import License`.",
"ArrivalNotice / consignmentItems / importLicense / reference",reference,string,,maxLength=35,,EMC007123,"Reference number assigned to an `Import License` or permit, issued by countries exercising import controls that authorizes the importation of the articles stated in the license. The `Import License` must be valid at time of arrival.",
"ArrivalNotice / consignmentItems / nationalCommodityCodes",nationalCommodityCodes,"NationalCommodityCode list",,,,,"A list of `National Commodity Codes` that apply to this `commodity`",
"ArrivalNotice / consignmentItems / nationalCommodityCodes / countryCode",countryCode,string,,maxLength=2,,BR,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / consignmentItems / nationalCommodityCodes / type",type,string,,maxLength=10,,NCM,"The national commodity classification code, which can be one of the following values defined by DCSA:
- `NCM` (Nomenclatura Comum do Mercosul)
- `HTS` (Harmonized Tariff Schedule)
- `SCHEDULE_B` ( Schedule B)
- `TARIC` (Integrated Tariff of the European Communities)
- `CN` (Combined Nomenclature)
- `CUS` (Customs Union and Statistics)",
"ArrivalNotice / consignmentItems / nationalCommodityCodes / values",values,"string list",,maxLength=10,,,"A list of `national commodity codes` values.
Item description:
The value of the `National Commodity Code`",
"ArrivalNotice / consignmentItems / references",references,"ReferenceConsignmentItem list",,,,,"A list of `References`",
"ArrivalNotice / consignmentItems / references / type",type,string,,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)
- `SPO` (Shipper's Purchase Order)
- `CPO` (Consignee's Purchase Order)",
"ArrivalNotice / consignmentItems / references / values",values,"string list",,maxLength=35,,,"List of `referenceValues` for a given `referenceType`.
Item description:
The value of the reference.",
"ArrivalNotice / consignmentItems / shippingMarks",shippingMarks,"string list",,"maxItems=50
maxLength=35",,,"A list of the `ShippingMarks` applicable to this `consignmentItem`
Item description:
The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer.
",
"ArrivalNotice / customsClearance",customsClearance,CustomsClearance,,,,,"Customs clearance information",
"ArrivalNotice / customsClearance / customsClearancePoint",customsClearancePoint,Location,,,,,"The location where customs clearance occurs.",
"ArrivalNotice / customsClearance / customsClearancePoint / address",address,Address,,,,,"Location address",
"ArrivalNotice / customsClearance / customsClearancePoint / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / customsClearance / customsClearancePoint / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / customsClearance / customsClearancePoint / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNotice / customsClearance / customsClearancePoint / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"ArrivalNotice / customsClearance / customsClearancePoint / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"ArrivalNotice / customsClearance / customsClearancePoint / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / customsClearance / customsClearancePoint / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"ArrivalNotice / customsClearance / customsClearancePoint / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"ArrivalNotice / customsClearance / customsClearancePoint / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / customsClearance / customsClearancePoint / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"ArrivalNotice / customsClearance / customsClearancePoint / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / customsClearance / customsClearancePoint / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / customsClearance / customsImportDeclarationProcedure","customsImportDeclarationProcedure",string,,maxLength=1000,,,"Instructions on the administrative processes for submitting import customs declarations to the local agency.",
"ArrivalNotice / customsClearance / immediateTransportationEntry","immediateTransportationEntry","ImmediateTransportationEntry",,,,,"An Immediate Transportation (IT) entry is a U.S. Customs and Border Protection (CBP) mechanism
that allows imported cargo to be moved from the first port of arrival in the U.S.
to another port or bonded facility without being physically cleared by CBP at the first port.",
"ArrivalNotice / customsClearance / immediateTransportationEntry / FIRMSCode",FIRMSCode,string,,maxLength=4,,B456,"The Facilities Information and Resources Management System (FIRMS) code is a unique four-digit alpha-numeric identifier
assigned by U.S. Customs and Border Protection (CBP) to facilities in the U.S. where imported goods are held or processed,
such as Container Freight Stations (CFS), bonded warehouses, intermodal rail ramps or temporary storage facilities near ports.
It tells CBP and freight systems where the cargo is physically located.",
"ArrivalNotice / customsClearance / immediateTransportationEntry / ITDate",ITDate,"string(date)",,,,2025-01-23,"The date the in-bond movement began, i.e., when the Immediate Transportation (IT) entry was filed and accepted
by U.S. Customs and Border Protection (CBP).",
"ArrivalNotice / customsClearance / immediateTransportationEntry / ITNumber",ITNumber,string,,maxLength=100,,V4914303071,"The reference number of the bonded movement under a U.S. Customs and Border Protection (CBP) Immediate Transportation (IT) entry,
often assigned by the carrier or customs broker. It allows goods to be moved under bond from the Port of Discharge
to another inland port or bonded facility without paying duties at the first port. The IT number is used
for tracking the movement and verifying arrival at the inland port or bonded facility.",
"ArrivalNotice / customsClearance / manifestReferenceNumber",manifestReferenceNumber,string,,maxLength=35,,24NDMUA430I,"Manifest reference number for manifest declaration and customs clearance in Korea.",
"ArrivalNotice / customsClearance / masterSequenceNumber",masterSequenceNumber,string,,maxLength=35,,23,"A unique sequential number assigned by the shipping line to each Master Bill of Lading issued under a specific voyage of
a particular vessel. Customers use this Master Sequence Number (MSN) as a reference when declaring all related House B/Ls.",
"ArrivalNotice / deliveryTypeAtDestination","deliveryTypeAtDestination",string,,maxLength=3,,CY,"Indicates the type of service offered at `Destination`. The options are:

- `CY` (Container yard (incl. rail ramp))
- `SD` (Store Door)
- `CFS` (Container Freight Station)",
"ArrivalNotice / documentParties",documentParties,"DocumentParty list",,,,,"Document parties.

Note that while parties can generally appear in any order, including `N1` (First Notify Party)
and `N2` (Second Notify Party), the order of parties of type `NI` (Other Notify Party) is relevant,
as it determines which of these parties is considered the third, fourth, fifth (and so on) notify party.",
"ArrivalNotice / documentParties / address",address,Address,,,,,"Party  address",
"ArrivalNotice / documentParties / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNotice / documentParties / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / documentParties / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"ArrivalNotice / documentParties / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / documentParties / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"ArrivalNotice / documentParties / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"ArrivalNotice / documentParties / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / documentParties / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"ArrivalNotice / documentParties / identifyingCodes",identifyingCodes,"IdentifyingCode list",,,,,"List of codes identifying the party",
"ArrivalNotice / documentParties / identifyingCodes / codeListName",codeListName,string,,maxLength=100,,DID,"The name of the code list, code generation mechanism or code authority for the `partyCode`. Example values could be:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"ArrivalNotice / documentParties / identifyingCodes / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"A list of codes identifying a party. Possible values are:
- `WAVE` (Wave)
- `CARX` (CargoX)
- `IDT` (ICE Digital Trade)
- `BOLE` (Bolero)
- `IQAX` (IQAX)
- `SECR` (Secro)
- `TRGO` (TradeGO)
- `ETEU` (eTEU)
- `TRAC` (Enigio trace:original)
- `BRIT` (BRITC eBL)
- `COVA` (Covantis)
- `ETIT` (e-title)
- `KTNE` (KTNET)
- `CRED` (Credore)
- `BLOC` (BlockPeer Technologies)
- `GSBN` (Global Shipping Business Network)
- `WISE` (WiseTech)
- `GLEIF` (Global Legal Entity Identifier Foundation)
- `W3C` (World Wide Web Consortium)
- `DNB` (Dun and Bradstreet)
- `FMC` (Federal Maritime Commission)
- `DCSA` (Digital Container Shipping Association)
- `ZZZ` (Mutually defined)",
"ArrivalNotice / documentParties / identifyingCodes / partyCode",partyCode,string,,maxLength=150,,MSK,"Code to identify the party as provided by the code list provider",
"ArrivalNotice / documentParties / partyContactDetails",partyContactDetails,"PartyContactDetail list",,,,,"Party contact details",
"ArrivalNotice / documentParties / partyContactDetails / email",email,string,,maxLength=255,,jane.doe@example.com,"Contact email address",
"ArrivalNotice / documentParties / partyContactDetails / name",name,string,,maxLength=255,,"Jane Doe","Contact name",
"ArrivalNotice / documentParties / partyContactDetails / phone",phone,string,,maxLength=30,,"+14155552671","Contact phone number, including an international phone number format
as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
"ArrivalNotice / documentParties / partyFunction",partyFunction,string,,maxLength=3,,N1,"Specifies the role of the party in a given context. Possible values are:

- `OS` (Shipper)
- `CN` (Consignee)
- `END` (Endorsee)
- `RW` (Issuing Party)
- `CG` (Carrier's Agent at Destination)
- `N1` (First Notify Party)
- `N2` (Second Notify Party)
- `NI` (Other Notify Party)
- `SCO` (Service Contract Owner)
- `DDR` (Consignor's freight forwarder)
- `DDS` (Consignee's freight forwarder)
- `COW` (Invoice payer on behalf of the consignor (shipper))
- `COX` (Invoice payer on behalf of the consignee)
- `CS` (Consolidator)
- `MF` (Manufacturer)
- `WH` (Warehouse Keeper)",
"ArrivalNotice / documentParties / partyName",partyName,string,,maxLength=70,,"Acme Inc.","Party name",
"ArrivalNotice / documentParties / purchaseOrderReferences",purchaseOrderReferences,"string list",,maxLength=35,,,"A list of `Purchase Order Reference`s linked to the document party.
Item description:
Purchase order reference",
"ArrivalNotice / documentParties / reference",reference,string,,maxLength=35,,REF1234,"A reference linked to the document party.",
"ArrivalNotice / documentParties / taxLegalReferences",taxLegalReferences,"TaxLegalReference list",,,,,"List of tax or legal references relevant to the party",
"ArrivalNotice / documentParties / taxLegalReferences / countryCode",countryCode,string,,maxLength=2,,IN,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / documentParties / taxLegalReferences / type",type,string,,maxLength=50,,PAN,"The reference type code as defined by the relevant tax and/or legal authority.",
"ArrivalNotice / documentParties / taxLegalReferences / value",value,string,,maxLength=35,,AAAAA0000A,"The value of the `taxLegalReference`",
"ArrivalNotice / freeTimes",freeTimes,"FreeTime list",,,,,"List of free time conditions applicable to this shipment at destination",
"ArrivalNotice / freeTimes / calculationBasis",calculationBasis,string,,maxLength=1000,,"Calculated as...","Description of the conditions under which this free time item applies.
It can include references to the carrier website or individual charges as per service contract/agreement.",
"ArrivalNotice / freeTimes / duration",duration,integer,,,,5,"The duration expressed in `timeUnit`s for which this free time item applies.",
"ArrivalNotice / freeTimes / equipmentReferences",equipmentReferences,"string list",,maxLength=11,,,"References of the equipments for which this free time applies
Item description:
The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.

According to ISO 6346, a container identification code consists of a 4-letter prefix and a 7-digit number
(composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with ISO 6346, it is suggested to follow
[Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations)
from SMDG.
",
"ArrivalNotice / freeTimes / ISOEquipmentCodes",ISOEquipmentCodes,"string list",,maxLength=4,,,"Equipment type codes for which this free time applies
Item description:
Unique code identifying the equipment size and type used to transport commodities.
The code can refer to either the ISO size type (e.g. 22G1) or the ISO type group (e.g. 22GP)
following the [ISO 6346](https://en.wikipedia.org/wiki/ISO_6346) standard.
",
"ArrivalNotice / freeTimes / lastFreeDate",lastFreeDate,ClassifiedDate,,,,,"The final date when the container(s) can be collected without incurring charges.",
"ArrivalNotice / freeTimes / lastFreeDate / classifier",classifier,string,,maxLength=10,,EST,"Classifier denoting whether an event is planned, estimated or actual
- `PLN` - Planned
- `EST` - Estimated
- `ACT` - Actual",
"ArrivalNotice / freeTimes / lastFreeDate / value",value,"string(date)",,,,2025-01-23,"String representation of a date in yyyy-MM-dd format.
Unless otherwise specified, it is a local date in the time zone of the implicitly associated event location.",
"ArrivalNotice / freeTimes / lastFreeDateTime",lastFreeDateTime,ClassifiedDateTime,,,,,"The final date and time when the container(s) can be collected without incurring charges.",
"ArrivalNotice / freeTimes / lastFreeDateTime / classifier",classifier,string,,maxLength=10,,EST,"Classifier denoting whether an event is planned, estimated or actual
- `PLN` - Planned
- `EST` - Estimated
- `ACT` - Actual",
"ArrivalNotice / freeTimes / lastFreeDateTime / value",value,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"Timestamp representation [in RFC 3339 format](https://swagger.io/docs/specification/v3_0/data-models/data-types/#strings)",
"ArrivalNotice / freeTimes / timeUnit",timeUnit,string,,maxLength=3,,WD,"Code identifying the unit in which free time is expressed
- `CD` - Calendar days
- `WD` - Working days
- `HR` - Hours",
"ArrivalNotice / freeTimes / typeCodes",typeCodes,"string list",,maxLength=10,,,"One or more types applicable to this free time condition.
Item description:
Code used to denote the type of free time.
- `DEM` - Demurrage
- `DET` - Detention (in certain regions, particularly in the US, this is commonly referred to as 'Per Diem')
- `STO` - Storage",
"ArrivalNotice / freightPaymentStatus",freightPaymentStatus,string,,maxLength=50,,FULLY_PAID,"Payment status of the collect freight charges.

- `ZERO_PAID` - Zero Paid
- `PARTIALLY_PAID` - Partially Paid
- `FULLY_PAID` - Fully Paid
- `OVERPAID` - Overpaid",
"ArrivalNotice / houseBillOfLadingReferences","houseBillOfLadingReferences","string list",,maxLength=20,,,"List of House Bill of Lading references
Item description:
Unique number allocated by the Ocean Transport Intermediary (OTI) to the House Bill of Lading.
",
"ArrivalNotice / isElectronic",isElectronic,boolean,,,,true,"An indicator whether the transport document is electronically transferred.",
"ArrivalNotice / issueDateTime",issueDateTime,"string(date-time)",yes,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the Arrival Notice was issued.",
"ArrivalNotice / paymentRemittance",paymentRemittance,PaymentRemittance,,,,,"Bank account information provided by the carrier for customers to make payments of the outstanding charges",
"ArrivalNotice / paymentRemittance / accountNumber",accountNumber,string,,maxLength=40,,NL99ABNA0123456789,"Bank account number for receiving payment",
"ArrivalNotice / paymentRemittance / bankName",bankName,string,,maxLength=100,,"Example Bank","Name of the carrier's bank where payment should be sent",
"ArrivalNotice / paymentRemittance / beneficiary",beneficiary,string,,maxLength=100,,"Example Carrier","Legal name of the payment recipient (carrier)",
"ArrivalNotice / paymentRemittance / remittanceEmail",remittanceEmail,string,,maxLength=100,,carrier@example.com,"Email address where proof of payment remittance should be sent",
"ArrivalNotice / paymentRemittance / SWIFTCode",SWIFTCode,string,,maxLength=11,,ABNANL2A,"SWIFT/BIC code for international wire transfers",
"ArrivalNotice / pickupInformation",pickupInformation,PickupInformation,,,,,"Consolidates the information required to pick up the container.",
"ArrivalNotice / pickupInformation / pickupLocation",pickupLocation,Location,,,,,"The equipment handling facility where container is to be picked up by the consignee or the appointed logistics partner.",
"ArrivalNotice / pickupInformation / pickupLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / pickupInformation / pickupLocation / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"ArrivalNotice / pickupInformation / pickupLocation / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / pickupInformation / pickupLocation / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
