Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"Event / shipmentDetails / documentReferenceReplacements / newReferences / referenceType",referenceType,string,,maxLength=100,,BOOKING,"Code used to denote the type of a document reference
- `ADVANCE_MANIFEST_FILING` - Advance Manifest Filing (of any subtype)
- `ARRIVAL_NOTICE` - Arrival Notice
- `BOOKING` - Booking
- `CARGO_SURVEY` - Cargo Survey
- `CARRIER_BOOKING_REQUEST` - Carrier Booking Request
- `CERTIFICATE_OF_ANALYSIS` - Certificate of Analysis
- `CERTIFICATE_OF_ORIGIN` - Certificate of Origin
- `CONTAINER_RELEASE_ORDER` - Container Release Order
- `CONTRACT_QUOTATION` - Contract Quotation
- `CUSTOMS_CLEARANCE` - Customs Clearance
- `DANGEROUS_GOODS_DECLARATION` - Dangerous Goods Declaration
- `DELIVERY_INSTRUCTIONS` - Delivery Instructions
- `DELIVERY_ORDER` - Delivery Order
- `FUMIGATION_CERTIFICATE` - Fumigation Certificate
- `HEALTH_CERTIFICATE` - Health Certificate
- `INSPECTION_CERTIFICATE` - Inspection Certificate
- `INVOICE` - Invoice
- `OUT_OF_GAUGE_DECLARATION` - Out of Gauge Declaration
- `PHYTOSANITARY_CERTIFICATE` - Phytosanitary Certificate
- `PROOF_OF_DELIVERY` - Proof of Delivery
- `SHIPPING_INSTRUCTIONS` - Shipping Instruction
- `TRANSPORT_DOCUMENT` - Transport Document
- `TRANSPORT_ORDER` - Transport Order
- `VERIFIED_GROSS_MASS` - Verified Gross Mass
- `VETERINARY_CERTIFICATE` - Veterinary Certificate",
"Event / shipmentDetails / documentReferenceReplacements / oldReferences",oldReferences,"DocumentReference list",,,,,"References of the documents replaced by those with the `newReferences`.",
"Event / shipmentDetails / documentReferenceReplacements / oldReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"Reference identifying the document",
"Event / shipmentDetails / documentReferenceReplacements / oldReferences / referenceType",referenceType,string,,maxLength=100,,BOOKING,"Code used to denote the type of a document reference
- `ADVANCE_MANIFEST_FILING` - Advance Manifest Filing (of any subtype)
- `ARRIVAL_NOTICE` - Arrival Notice
- `BOOKING` - Booking
- `CARGO_SURVEY` - Cargo Survey
- `CARRIER_BOOKING_REQUEST` - Carrier Booking Request
- `CERTIFICATE_OF_ANALYSIS` - Certificate of Analysis
- `CERTIFICATE_OF_ORIGIN` - Certificate of Origin
- `CONTAINER_RELEASE_ORDER` - Container Release Order
- `CONTRACT_QUOTATION` - Contract Quotation
- `CUSTOMS_CLEARANCE` - Customs Clearance
- `DANGEROUS_GOODS_DECLARATION` - Dangerous Goods Declaration
- `DELIVERY_INSTRUCTIONS` - Delivery Instructions
- `DELIVERY_ORDER` - Delivery Order
- `FUMIGATION_CERTIFICATE` - Fumigation Certificate
- `HEALTH_CERTIFICATE` - Health Certificate
- `INSPECTION_CERTIFICATE` - Inspection Certificate
- `INVOICE` - Invoice
- `OUT_OF_GAUGE_DECLARATION` - Out of Gauge Declaration
- `PHYTOSANITARY_CERTIFICATE` - Phytosanitary Certificate
- `PROOF_OF_DELIVERY` - Proof of Delivery
- `SHIPPING_INSTRUCTIONS` - Shipping Instruction
- `TRANSPORT_DOCUMENT` - Transport Document
- `TRANSPORT_ORDER` - Transport Order
- `VERIFIED_GROSS_MASS` - Verified Gross Mass
- `VETERINARY_CERTIFICATE` - Veterinary Certificate",
"Event / shipmentDetails / priceCalculationDate",priceCalculationDate,"string(date)",,,,2025-01-23,"Date taken in consideration for the tariff applicability, that differs depending on the trade.
It can vary per carrier.",
"Event / shipmentDetails / shipmentLocationType",shipmentLocationType,string,,,,PLACE_OF_DELIVERY,"The type of a shipment location
- `FULL_CONTAINER_DROP_OFF` - Full container drop-off location
- `INTERMEDIATE_EXPORT_STOP_OFF` - Container intermediate export stop-off location
- `ONWARD_INLAND_ROUTING` - Onward Inland Routing
- `ORIGIN_OF_GOODS` - Origin of goods
- `PLACE_OF_DELIVERY` - Place of Delivery
- `PLACE_OF_RECEIPT` - Place of Receipt
- `PORT_OF_DISCHARGE` - Port of Discharge
- `PORT_OF_LOADING` - Port of Loading
- `PRE_CARRIAGE_FORM` - Pre-carriage From
- `PROHIBITED_TRANSSHIPMENT_PORT` - Prohibited transshipment port
- `REQUESTED_TRANSSHIPMENT_PORT` - Requested transshipment port",
"Event / shipmentDetails / shipmentReferenceReplacements","shipmentReferenceReplacements","ShipmentReferenceReplacement list",,,,,"List of shipment reference replacements related to this event",
"Event / shipmentDetails / shipmentReferenceReplacements / newReferences",newReferences,"ShipmentReference list",,,,,"References of the shipment elements or equipments replacing those with the `oldReferences`.",
"Event / shipmentDetails / shipmentReferenceReplacements / newReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"The actual reference value",
"Event / shipmentDetails / shipmentReferenceReplacements / newReferences / referenceType",referenceType,string,,maxLength=100,,"FREIGHT_FORWARDERS_REFERENCE","Type of a shipment reference
- `CONSIGNEES_REFERENCE` - Consignee’s Reference
- `AUTOMATED_EXPORT_SYSTEM` - Automated Export System
- `BOOKING_REQUEST_ID` - Booking Request ID
- `BOOKING_PARTY_REFERENCE_NUMBER` - Booking party reference number
- `CANADIAN_EXPORT_REPORTING_NUMBER` - Canadian Export Reporting System
- `CUSTOMERS_REFERENCE` - Customer’s Reference
- `CUSTOMER_SHIPMENT_ID` - Customer shipment ID
- `DECLARACAO_UNICA_DE_EXPORTACAO` - Declaração Única de Exportação
- `EMPTY_CONTAINER_RELEASE_REFERENCE` - Empty container release reference
- `EQUIPMENT_REFERENCE` - Equipment Reference
- `FREIGHT_FORWARDERS_REFERENCE` - Freight Forwarder’s Reference
- `PURCHASE_ORDER_REFERENCE` - Purchase Order Reference
- `REGISTRO_UNICO_DEL_CONTRIBUYENTE` - Registro Único del Contribuyente
- `SHIPPERS_REFERENCE` - Shipper’s Reference",
"Event / shipmentDetails / shipmentReferenceReplacements / oldReferences",oldReferences,"ShipmentReference list",,,,,"References of the shipment elements or equipments replaced by those with the `newReferences`.",
"Event / shipmentDetails / shipmentReferenceReplacements / oldReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"The actual reference value",
"Event / shipmentDetails / shipmentReferenceReplacements / oldReferences / referenceType",referenceType,string,,maxLength=100,,"FREIGHT_FORWARDERS_REFERENCE","Type of a shipment reference
- `CONSIGNEES_REFERENCE` - Consignee’s Reference
- `AUTOMATED_EXPORT_SYSTEM` - Automated Export System
- `BOOKING_REQUEST_ID` - Booking Request ID
- `BOOKING_PARTY_REFERENCE_NUMBER` - Booking party reference number
- `CANADIAN_EXPORT_REPORTING_NUMBER` - Canadian Export Reporting System
- `CUSTOMERS_REFERENCE` - Customer’s Reference
- `CUSTOMER_SHIPMENT_ID` - Customer shipment ID
- `DECLARACAO_UNICA_DE_EXPORTACAO` - Declaração Única de Exportação
- `EMPTY_CONTAINER_RELEASE_REFERENCE` - Empty container release reference
- `EQUIPMENT_REFERENCE` - Equipment Reference
- `FREIGHT_FORWARDERS_REFERENCE` - Freight Forwarder’s Reference
- `PURCHASE_ORDER_REFERENCE` - Purchase Order Reference
- `REGISTRO_UNICO_DEL_CONTRIBUYENTE` - Registro Único del Contribuyente
- `SHIPPERS_REFERENCE` - Shipper’s Reference",
"Event / shipmentDetails / shipmentReferences",shipmentReferences,"ShipmentReference list",,,,,"List of shipment references related to this event",
"Event / shipmentDetails / shipmentReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"The actual reference value",
"Event / shipmentDetails / shipmentReferences / referenceType",referenceType,string,,maxLength=100,,"FREIGHT_FORWARDERS_REFERENCE","Type of a shipment reference
- `CONSIGNEES_REFERENCE` - Consignee’s Reference
- `AUTOMATED_EXPORT_SYSTEM` - Automated Export System
- `BOOKING_REQUEST_ID` - Booking Request ID
- `BOOKING_PARTY_REFERENCE_NUMBER` - Booking party reference number
- `CANADIAN_EXPORT_REPORTING_NUMBER` - Canadian Export Reporting System
- `CUSTOMERS_REFERENCE` - Customer’s Reference
- `CUSTOMER_SHIPMENT_ID` - Customer shipment ID
- `DECLARACAO_UNICA_DE_EXPORTACAO` - Declaração Única de Exportação
- `EMPTY_CONTAINER_RELEASE_REFERENCE` - Empty container release reference
- `EQUIPMENT_REFERENCE` - Equipment Reference
- `FREIGHT_FORWARDERS_REFERENCE` - Freight Forwarder’s Reference
- `PURCHASE_ORDER_REFERENCE` - Purchase Order Reference
- `REGISTRO_UNICO_DEL_CONTRIBUYENTE` - Registro Único del Contribuyente
- `SHIPPERS_REFERENCE` - Shipper’s Reference",
"Event / transportDetails",transportDetails,TransportDetails,,,,,"Transport-specific details",
"Event / transportDetails / delayReasonCodes",delayReasonCodes,"string list",,maxLength=3,,,"Codes identifying the reasons for a delay
Item description:
Code identifying the reason for a delay,
[as defined by SMDG](https://smdg.org/documents/smdg-code-lists/delay-reason-and-port-call-activity/).
",
"Event / transportDetails / transportCall",transportCall,TransportCall,,,,,"Transport call information",
"Event / transportDetails / transportCall / exportVoyageNumberOrReference","exportVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Export voyage number or reference",
"Event / transportDetails / transportCall / exportVoyageNumberOrReference / carrierVoyageNumber",carrierVoyageNumber,string,,,,2103S,"Carrier-specific identifier of the voyage",
"Event / transportDetails / transportCall / exportVoyageNumberOrReference / universalVoyageReference",universalVoyageReference,string,,maxLength=5,,2301W,"Unique identifier of the voyage within a service, assigned by carriers as specified by DCSA.

Carriers assign a Universal Voyage Reference (UVR) to a voyage,
either individually for non-VSA services or jointly for shared services under a VSA or Alliance.

Every Universal Voyage Reference is a 5-character string with the following format:
 * the last 2 digits of the year
 * 2 alphanumeric characters for the sequence number of the voyage
 * 1 character for the initial of the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"Event / transportDetails / transportCall / importVoyageNumberOrReference","importVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Import voyage number or reference",
"Event / transportDetails / transportCall / importVoyageNumberOrReference / carrierVoyageNumber",carrierVoyageNumber,string,,,,2103S,"Carrier-specific identifier of the voyage",
"Event / transportDetails / transportCall / importVoyageNumberOrReference / universalVoyageReference",universalVoyageReference,string,,maxLength=5,,2301W,"Unique identifier of the voyage within a service, assigned by carriers as specified by DCSA.

Carriers assign a Universal Voyage Reference (UVR) to a voyage,
either individually for non-VSA services or jointly for shared services under a VSA or Alliance.

Every Universal Voyage Reference is a 5-character string with the following format:
 * the last 2 digits of the year
 * 2 alphanumeric characters for the sequence number of the voyage
 * 1 character for the initial of the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"Event / transportDetails / transportCall / modeOfTransport",modeOfTransport,string,,maxLength=50,,VESSEL,"The mode of transport as defined by DCSA
- `VESSEL` - Vessel
- `RAIL` - Rail
- `TRUCK` - Truck
- `BARGE` - Barge
- `MULTIMODAL` - Multimodal",
"Event / transportDetails / transportCall / portVisitReference",portVisitReference,string,,,,,"The unique reference that can be used to link different `transportCallReferences` to the same port visit.
The reference is provided by the port to uniquely identify a port call.",
"Event / transportDetails / transportCall / railTransport",railTransport,RailTransport,,,,,"Rail transport information",
"Event / transportDetails / transportCall / railTransport / departureID",departureID,string,,maxLength=100,,,"Unique identifying number or code that is assigned to a specific departure of a rail.
(Also known as a departure reference number.)",
"Event / transportDetails / transportCall / railTransport / railCarReference",railCarReference,string,,maxLength=50,,,"Reference of the rail car on which the equipment is transported.",
"Event / transportDetails / transportCall / railTransport / railServiceReference",railServiceReference,string,,maxLength=50,,,"Reference of the rail service on which the equipment is transported.",
"Event / transportDetails / transportCall / serviceCodeOrReference",serviceCodeOrReference,ServiceCodeOrReference,,,,,"Carrier service code and/or universal service reference",
"Event / transportDetails / transportCall / serviceCodeOrReference / carrierServiceCode",carrierServiceCode,string,,,,FE1,"Carrier-specific identifier of a service.",
"Event / transportDetails / transportCall / serviceCodeOrReference / universalServiceReference","universalServiceReference",string,,maxLength=8,,SR12345A,"Globally unique identifier of a liner service, assigned by carriers as specified by DCSA.

DCSA generates and distributes batches of Universal Service References (USRs)
to member and non-member carriers upon request, for their own use or for their alliances and VSAs.

A carrier can use each of its assigned USRs either in agreement with its partners for a service under a VSA or Alliance,
or independently for one of its own non-VSA, non-Alliance services.

Every Universal Service Reference is an 8-character string with the following format:
 * the prefix ""SR""
 * 5 digits
 * 1 uppercase English letter (A-Z).",
"Event / transportDetails / transportCall / transportCallReference",transportCallReference,string,,,,,"Carrier-defined reference of a `TransportCall`.

If the mode of transport is Vessel and the facility is a Port or Terminal,
this reference should be considered a terminal call reference.",
"Event / transportDetails / transportCall / transportCallSequenceNumber","transportCallSequenceNumber",integer,,,,,"Transport operator's key that uniquely identifies each individual transport call.
This key is essential to distinguish between two separate calls at the same location within one voyage.",
"Event / transportDetails / transportCall / transportCallSequenceNumberMax","transportCallSequenceNumberMax",integer,,,,,"The maximum `transportCallSequenceNumber` value to be expected within the set of events emitted as a result of the transport plan change that has triggered this event.",
"Event / transportDetails / transportCall / truckTransport",truckTransport,TruckTransport,,,,,"Truck transport information",
"Event / transportDetails / transportCall / truckTransport / tractorDetails",tractorDetails,VehicleDetails,,,,,"The license plate and VIN of the tractor of the truck used to transport the equipment.",
"Event / transportDetails / transportCall / truckTransport / tractorDetails / licensePlate",licensePlate,string,,maxLength=15,,,"A license plate is a tag that is attached to a vehicle and displays a unique number or code assigned to the vehicle.
The format, design, and issuing authority for license plates vary by country, state, and province.",
"Event / transportDetails / transportCall / truckTransport / tractorDetails / vehicleIdentificationNumber","vehicleIdentificationNumber",string,,maxLength=15,,,"A chassis number is a unique identifying number or code assigned to the chassis of a vehicle.
It may also be referred to as a ""vehicle identification number"" (VIN), ""chassis number"" or ""frame number"".",
"Event / transportDetails / transportCall / truckTransport / trailerDetails",trailerDetails,VehicleDetails,,,,,"The license plate and VIN of the trailer of the truck on which the equipment is transported,
if the trailer is separate from the truck trailer and has its own details.",
"Event / transportDetails / transportCall / truckTransport / trailerDetails / licensePlate",licensePlate,string,,maxLength=15,,,"A license plate is a tag that is attached to a vehicle and displays a unique number or code assigned to the vehicle.
The format, design, and issuing authority for license plates vary by country, state, and province.",
"Event / transportDetails / transportCall / truckTransport / trailerDetails / vehicleIdentificationNumber","vehicleIdentificationNumber",string,,maxLength=15,,,"A chassis number is a unique identifying number or code assigned to the chassis of a vehicle.
It may also be referred to as a ""vehicle identification number"" (VIN), ""chassis number"" or ""frame number"".",
"Event / transportDetails / transportCall / vesselTransport",vesselTransport,VesselTransport,,,,,"Vessel or barge transport information",
"Event / transportDetails / transportCall / vesselTransport / operatorCarrierCode",operatorCarrierCode,string,,maxLength=10,,MAEU,"The carrier who is in charge of the vessel operation based on `operatorCarrierCodeListProvider`",
"Event / transportDetails / transportCall / vesselTransport / operatorCarrierCodeListProvider","operatorCarrierCodeListProvider",string,,maxLength=10,,SMDG,"The code list provider used for the `operatorCarrierCode` (SMDG or NMFTA)",
"Event / transportDetails / transportCall / vesselTransport / vesselCallSign",vesselCallSign,string,,maxLength=10,,NCVV,"A unique alphanumeric identity that belongs to the vessel
and is assigned by the International Telecommunication Union (ITU).
It consists of a three-letter alphanumeric prefix that indicates nationality,
followed by one to four characters to identify the individual vessel.",
"Event / transportDetails / transportCall / vesselTransport / vesselFlag",vesselFlag,string,,maxLength=2,,NL,"The national flag of the country under which a vessel is registered,
indicated by the 2-character code defined in
[ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en).",
"Event / transportDetails / transportCall / vesselTransport / vesselIMONumber",vesselIMONumber,string,,maxLength=8,,9321483,"The unique reference for a registered vessel, which remains unchanged throughout the entire lifetime of the vessel.
The reference is the International Maritime Organisation (IMO) number, also sometimes known as the Lloyd's register code.",
"Event / transportDetails / transportCall / vesselTransport / vesselMMSINumber",vesselMMSINumber,string,,maxLength=9,,278111222,"Maritime Mobile Service Identities (MMSIs) are nine-digit numbers used by maritime digital selective calling (DSC),
automatic identification systems (AIS) and certain other equipment to uniquely identify a ship or a coast radio station.",
"Event / transportDetails / transportCall / vesselTransport / vesselName",vesselName,string,,maxLength=50,,"King of the Seas","Vessel name",
